id;status;displayName
1;ACTIVE;Великобритания
2;ACTIVE;США
2;ACTIVE;Франция
3;ACTIVE;Испания
4;ACTIVE;Германия
5;ACTIVE;Италия
6;ACTIVE;Польша
7;ACTIVE;Беларусь
8;ACTIVE;Украина
9;ACTIVE;Россия
10;ACTIVE;Казахстан
11;ACTIVE;Китай
12;ACTIVE;Южная корея
13;ACTIVE;Япония
