id;status;displayName
1;ACTIVE;Английский
2;ACTIVE;Французский
3;ACTIVE;Испанский
4;ACTIVE;Немецкий
5;ACTIVE;Итальянский
6;ACTIVE;Польский
7;ACTIVE;Белорусский
8;ACTIVE;Украинский
9;ACTIVE;Русский
10;ACTIVE;Казахский
11;ACTIVE;Китайский
12;ACTIVE;Корейский
13;ACTIVE;Японский
